"text","text_raw","name","keywords","upper_text","lower_text","brackets_text","id","year","color","province","region","producer","designation","variety","country","id_conf","year_conf","color_conf","province_sim","region_sim","producer_sim","designation_sim","variety_sim","brackets_conf","upper_text_hit","lower_text_hit","brackets_text_hit","inspect","dictionary_hit","any_hit","table","file","file_id","file_number","name_id","l","b","r","t","name_center_x_orig","name_center_y_orig"
"DUBONNET","DUBONNET (U.S.)","DUBONNET (U.S.)","character(0)","DUBONNET","NULL","U S ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","4","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1835","UCD_Lehmann_1835","1835","1835_4_8",1180,4694,1864,4768,1491.86268617231,4722.39411003869
"KINA ROK","KINA ROK (France)","KINA ROK (France)","character(0)","KINA ROK","NULL","France","NULL","NULL","NULL","NULL","NULL","list(producer = ""Franci"")","NULL","NULL","Italy","NULL","NULL","NULL","NULL","NULL","0.833333333333333","NULL","NULL","NULL","NULL","NULL","producer","producer (decent brackets_text); ","TRUE","TRUE","4","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1835","UCD_Lehmann_1835","1835","1835_4_9",1180,4790,1864,4864,1490.18725515433,4818.37948877371
"RAPHAEL Trad]","S1 RAPHAEL Trad]","RAPHAEL Trad]","character(0)","RAPHAEL","Trad]","NULL","S1","NULL","NULL","NULL","NULL","list(producer = ""Raphael"")","NULL","NULL","US","0","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","producer","NULL","NULL","NULL","TRUE","TRUE","4","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1835","UCD_Lehmann_1835","1835","1835_4_10",1180,4885,1864,4961,1488.51182413635,4914.36486750872
"LILLET","LILLET ( France)","LILLET ( France)","character(0)","LILLET","NULL"," France","NULL","NULL","NULL","NULL","NULL","NULL","Franc","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.714285714285714","NULL","NULL","NULL","NULL","designation","designation (submatch brackets_text); ","TRUE","TRUE","4","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1835","UCD_Lehmann_1835","1835","1835_4_11",1180,4982,1864,5057,1486.82766691515,5010.85017009131
"BYRRH","BYRRH ( France)","BYRRH ( France)","character(0)","BYRRH","NULL"," France","NULL","NULL","NULL","NULL","NULL","NULL","Franc","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.714285714285714","NULL","NULL","NULL","NULL","designation","designation (submatch brackets_text); ","TRUE","TRUE","4","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1835","UCD_Lehmann_1835","1835","1835_4_12",1180,5079,1864,5153,1485.14350969395,5107.3354726739
"SLUATEL WIRES EELS LOCH FYNE","SLUATEL WIRES EELS LOCH FYNE  ","SLUATEL WIRES EELS LOCH FYNE","character(0)","SLUATEL WIRES EELS LOCH FYNE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_1",463,905,1562,1018.5,991.431235655547,972.09261550516
"TYNE GLEN ALAN Nett eet eet esretessss","TYNE GLEN ALAN (S. S. Pierce Import)   Nett eet eet esretessss","TYNE GLEN ALAN (S. S. Pierce Import) Nett eet eet esretessss","character(0)","TYNE GLEN ALAN","Nett eet eet esretessss","S S Pierce Import","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_2",463,983,1562,1070.5,992.104811607752,1037.08912537636
"GLEN ALAN OLD ANGUS Sestresesstnertrenasttrennttnns","GLEN ALAN (5. 5. Pierce Import) OLD ANGUS Sestresesstnertrenasttrennttnns  ","GLEN ALAN (5. 5. Pierce Import) OLD ANGUS Sestresesstnertrenasttrennttnns","character(0)","GLEN ALAN OLD ANGUS","Sestresesstnertrenasttrennttnns","5 5 Pierce Import","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_3",463,1033,1562,1123.5,992.638491016038,1088.58636012046
"ROBERTSON’S YiLLOW LABEL REE SSRIs 7 YY","  ROBERTSON’S YiLLOW LABEL REE SSRIs 7 YY  ","ROBERTSON’S YiLLOW LABEL REE SSRIs 7 YY","character(0)","ROBERTSON","’S YiLLOW LABEL REE SSRIs 7 YY","NULL","NULL","NULL","NULL","list(province = ""Robertson"")","NULL","NULL","NULL","NULL","South Africa","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","province","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_4",463,1110,1562,1198,993.423466068031,1164.33229277805
"ROBERTSON'S YELLOW LABEL","ROBERTSON'S YELLOW LABEL ......cccovvvvrniinenrcncennnes RAE THE GROUSE (Exceptional Quality)  ","ROBERTSON'S YELLOW LABEL","character(0)","ROBERTSON'S YELLOW LABEL","NULL","NULL","NULL","NULL","NULL","Robertson","NULL","NULL","Yellow Label","NULL","South Africa","NULL","NULL","NULL","0.375","NULL","NULL","0.5","NULL","NULL","designation","NULL","NULL","province (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_5",463,1138,1562,1225,993.708440509348,1191.83081618509
"A ERR NAY SARS Se DIGCASHALAEE Si MAAALY A svvonsevessevesssessiesostostone LONG JOHN","A ERR NAY SARS Se DIGCASHALAEE Si MAAALY A. svvonsevessevesssessiesostostone LONG JOHN  ","A ERR NAY SARS Se DIGCASHALAEE Si MAAALY A. svvonsevessevesssessiesostostone LONG JOHN","character(0)","A ERR NAY SARS","Se DIGCASHALAEE Si MAAALY A svvonsevessevesssessiesostostone LONG JOHN","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Stone","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.0714285714285714","NULL","NULL","NULL","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_6",463,1208,1562,1277,994.340565633726,1252.82754083345
"LONG JO","LONG JO  ","LONG JO","character(0)","LONG JO","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_7",463,1240,1562,1279,994.516731651995,1269.82662803053
"YT YY YN YAR Ee PETER DAWSON SPECIAL","YT YY YN YAR Ee   PETER DAWSON SPECIAL  ","YT YY YN YAR Ee PETER DAWSON SPECIAL","character(0)","YT YY YN YAR","Ee PETER DAWSON SPECIAL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_8",463,1309.5,1562,1378,995.389789713122,1354.07210428666
"wry “oh hin","wry “oh hin    ","wry “oh hin","character(0)","NULL","wry “oh hin","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_9",463,1360,1562,1429,995.91569709119,1404.81937930148
"THe Wy OLD SMUGGLER","THe Wy   OLD SMUGGLER  ","THe Wy OLD SMUGGLER","character(0)","OLD SMUGGLER","THe Wy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_10",463,1411,1562,1479.5,996.441604469258,1455.56665431629
"OLD SMUGGLER BLACK & WHITE","OLD SMUGGLER BLACK & WHITE    ","OLD SMUGGLER BLACK & WHITE","character(0)","OLD SMUGGLER BLACK","& WHITE","NULL","NULL","NULL","white","NULL","NULL","NULL","Black","NULL","NULL","NULL","NULL","96.4597549438477","NULL","NULL","NULL","0.277777777777778","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_11",463,1446,1562,1535.5,996.913107635802,1501.06421122613
"WHITE HORSE","WHITE HORSE    ","WHITE HORSE","character(0)","WHITE HORSE","NULL","NULL","NULL","NULL","white","NULL","NULL","list(producer = ""White Rose"")","NULL","NULL","US","NULL","NULL","96.5237808227539","NULL","NULL","0.818181818181818","NULL","NULL","NULL","producer","NULL","NULL","producer (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_12",463,1517,1562,1585.5,997.540051406701,1561.56096272163
"BELL'S SPECIAL RESERVE","  BELL'S SPECIAL RESERVE  ","BELL'S SPECIAL RESERVE","character(0)","BELL'S SPECIAL RESERVE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SERVE","Special Reserve","NULL","Romania","NULL","NULL","NULL","NULL","NULL","0.227272727272727","0.681818181818182","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_13",463,1570,1562,1632.5,998.058186754551,1611.55827800717
"BELL'S SPECIAL RESERVE DEWARS WHITE LABEL","BELL'S SPECIAL RESERVE DEWARS WHITE LABEL    ","BELL'S SPECIAL RESERVE DEWARS WHITE LABEL","character(0)","BELL'S SPECIAL RESERVE DEWARS WHITE LABEL","NULL","NULL","NULL","NULL","white","NULL","NULL","SERVE","Special Reserve","NULL","Romania","NULL","NULL","96.2520217895508","NULL","NULL","0.121951219512195","0.365853658536585","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_14",463,1600,1562,1686.5,998.493420446745,1653.55602284702
"GILBEY'S SPEY ROYAL","GILBEY'S SPEY ROYAL    ","GILBEY'S SPEY ROYAL","character(0)","GILBEY'S SPEY ROYAL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Royal","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.263157894736842","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_15",463,1668.5,1562,1736,999.104820157208,1712.55285488395
"GILBEY'S SPEY ROYAL GLEN GARRY","GILBEY'S SPEY ROYAL GLEN GARRY    ","GILBEY'S SPEY ROYAL GLEN GARRY","character(0)","GILBEY'S SPEY ROYAL GLEN GARRY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Royal","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.166666666666667","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_16",463,1701,1562,1790.5,999.555597909838,1756.05051918237
"GLEN GARRY HIGHLAND QUEEN","GLEN GARRY   HIGHLAND QUEEN  ","GLEN GARRY HIGHLAND QUEEN","character(0)","GLEN GARRY HIGHLAND QUEEN","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Highland","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.32","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_17",463,1739,1562,1837.5,999.996012955511,1798.54823717507
"MARTIN'S V V O","MARTIN'S V.V.O.    ","MARTIN'S V.V.O.","character(0)","MARTIN'S V V O","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_18",463,1823.5,1562,1893,1000.7214024425,1868.54447857482
"I A NL Nw HUDSON'S BAY BEST PROCURAEBLE","I A NL Nw HUDSON'S BAY BEST PROCURAEBLE ............... Sere SNe  ","I A NL Nw HUDSON'S BAY BEST PROCURAEBLE","character(0)","I A NL","Nw HUDSON'S BAY BEST PROCURAEBLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_19",463,1875.5,1562,1942,1001.24471914383,1919.04176701321
"HAIG & HAIG FIVE STAR","HAIG & HAIG FIVE STAR    ","HAIG & HAIG FIVE STAR","character(0)","NULL","& FIVE STAR","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_20",463,1925.5,1562,1994.5,1001.77580787538,1970.28901518089
"HAIG & HAIG FIVE STAR JOHNNIE WALKER RED LABEL","HAIG & HAIG FIVE STAR JOHNNIE WALKER RED LABEL ......coocevurunene assis vieensans x  ","HAIG & HAIG FIVE STAR JOHNNIE WALKER RED LABEL","character(0)","NULL","& FIVE STAR JOHNNIE WALKER RED LABEL","NULL","NULL","NULL","red","NULL","NULL","NULL","Red Label","NULL","NULL","NULL","NULL","95.1617126464844","NULL","NULL","NULL","0.25","NULL","NULL","NULL","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_21",463,1956,1562,2043.5,1002.18772547692,2010.03688083289
"JOHNNIE WALKER RED LABEL","JOHNNIE WALKER RED LABEL .........ccoenuees seorsee cenenene . TEACHER'S HIGHLAND CREAM ......  ","JOHNNIE WALKER RED LABEL","character(0)","JOHNNIE WALKER RED LABEL","NULL","NULL","NULL","NULL","red","NULL","NULL","NULL","Red Label","NULL","NULL","NULL","NULL","95.9095001220703","NULL","NULL","NULL","0.375","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_22",463,2008,1562,2094,1002.71881420846,2061.28412900057
"TEACHER'S HIGHLAND CREAM","   TEACHER'S HIGHLAND CREAM ........ccccevnninnnnnnnne sseresssrnenes CUTTY SARK  ","TEACHER'S HIGHLAND CREAM","character(0)","TEACHER'S HIGHLAND CREAM","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Highland","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.333333333333333","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_23",463,2058,1562,2146,1003.24731226327,2112.28139059181
"BALLANTINE","BALLANTINE    ","BALLANTINE","character(0)","BALLANTINE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","list(producer = ""Ballentine"")","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL","0.9","NULL","NULL","NULL","producer","NULL","NULL","producer (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_24",463,2128,1562,2201,1003.89498144808,2174.77803469873
"BALLANTINE pT Ba hms ig","BALLANTINE pT Ba hms ig","BALLANTINE pT Ba hms ig","character(0)","BALLANTINE","pT Ba hms ig","NULL","NULL","NULL","NULL","NULL","NULL","list(producer = ""Ballentine"")","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL","0.9","NULL","NULL","NULL","producer","NULL","NULL","producer (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_25",463,2179,1562,2251.5,1004.42088882615,2225.52530971355
"GRANT'S — © Year Old J & B RARE","GRANT'S — © Year Old J & B RARE    ","GRANT'S — © Year Old J & B RARE","character(0)","GRANT'S","— © Year Old J & B RARE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_26",463,2211,1562,2302.5,1004.85094116487,2267.02308140055
"MONUMENT ~— 10 Years Old","MONUMENT ~— 10 Years Old ....cconeenrncecrnis sesevesy ssevoesse . DETED RAW CAN 1 11D  ","MONUMENT ~— 10 Years Old","character(0)","MONUMENT","~— 10 Years Old","NULL","NULL","NULL","NULL","NULL","NULL","NULL","list(designation = ""Monument"")","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","designation","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_27",463,2281,1562,2380.5,1005.61778147969,2341.01910802314
"AVANINWFITAREN ER AU A Nal o VALU srevcccntncnsccnnnne sesenene sesesnene PETER DAWSON OLD CURIO","AVANINWFITAREN ER AU A Nal o VALU srevcccntncnsccnnnne sesenene sesesnene . PETER DAWSON OLD CURIO ........... sssserrese tsseersssserernsseee","AVANINWFITAREN ER AU A Nal o VALU srevcccntncnsccnnnne sesenene sesesnene . PETER DAWSON OLD CURIO","character(0)","AVANINWFITAREN ER AU A","Nal o VALU srevcccntncnsccnnnne sesenene sesesnene PETER DAWSON OLD CURIO","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_28",463,2326,1562,2407,1005.9882482534,2376.7671884523
"HIGHLAND NECTAR","HIGHLAND NECTAR","HIGHLAND NECTAR","character(0)","HIGHLAND NECTAR","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Highland","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.533333333333333","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_29",463,2389.5,1562,2458,1006.58151322669,2434.01411445424
"MILTON DUBE == 12 Fairs Old icivcisemoatrmm","MILTON DUBE == 12 Fairs Old icivcisemoatrmm","MILTON DUBE == 12 Fairs Old icivcisemoatrmm","character(0)","MILTON DUBE","== 12 Fairs Old icivcisemoatrmm","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_30",463,2492.5,1562,2559.5,1007.64110001304,2536.25862421316
"MILTON DUFF — 12 Years Old BERRY BROS SAINT JAMES POREDNTCON/E BER © 0 or rns IGS SF Te SE a","MILTON DUFF — 12 Years Old . BERRY BROS. ST. JAMES POREDNTCON/E BER © 0 or rns IGS SF Te SE a    ","MILTON DUFF — 12 Years Old . BERRY BROS. ST. JAMES POREDNTCON/E BER © 0 or rns IGS SF Te SE a","character(0)","MILTON DUFF","— 12 Years Old BERRY BROS SAINT JAMES POREDNTCON/E BER © 0 or rns IGS SF Te SE a","NULL","NULL","NULL","red","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","18.7670822143555","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_31",463,2490.5,1562,2639.5,1008.04524558436,2575.25653013588
"IN YB MBs HEY TW Ah","IN YB MBs. HEY, TW Ah... ROBERTSON’S B.E.B.    ","IN YB MBs. HEY, TW Ah","character(0)","IN YB","MBs HEY TW Ah","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_32",463,2586,1562,2660.5,1008.64887326461,2633.50340244353
"AMBASSADOR = 12 Years Old oni viiticiimiinne","AMBASSADOR =. 12 Years Old oni viiticiimiinne:  ","AMBASSADOR =. 12 Years Old oni viiticiimiinne","character(0)","AMBASSADOR","= 12 Years Old oni viiticiimiinne","NULL","NULL","NULL","NULL","NULL","NULL","NULL","list(designation = ""Ambassador's"")","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.833333333333333","NULL","NULL","designation","NULL","NULL","designation (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_33",463,2637,1562,2710,1009.1695992892,2683.75070430549
"AAITMMBAGIRENYN T° Ae A Lalo Vil BELL'S ROYAL VAT — 12 Year Old","AAITMMBAGIRENYN T° Ae A Lalo Vil BELL'S ROYAL VAT — 12 Year Old ....cccceerrnerrrrneennne vee  ","AAITMMBAGIRENYN T° Ae A Lalo Vil BELL'S ROYAL VAT — 12 Year Old","character(0)","AAITMMBAGIRENYN T","° Ae A Lalo Vil BELL'S ROYAL VAT — 12 Year Old","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Royal","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.0434782608695652","NULL","NULL","NULL","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_34",463,2682,1562,2760.5,1009.6644185464,2731.49814040318
"SMITH'S ‘GLENLIVET — — 12 Years old tesrtesrussanserssirranas","SMITH'S ‘GLENLIVET —_— 12 Years old tesrtesrussanserssirranas","SMITH'S ‘GLENLIVET —_— 12 Years old tesrtesrussanserssirranas","character(0)","SMITH'S","‘GLENLIVET — — 12 Years old tesrtesrussanserssirranas","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_35",463,2744.5,1562,2808,1010.23436742903,2786.49518721727
"AMBASSADOR == 25 Years Old wu ommmssissmsesionsessionss","AMBASSADOR == 25 Years Old . wu ommmssissmsesionsessionss","AMBASSADOR == 25 Years Old . wu ommmssissmsesionsessionss","character(0)","AMBASSADOR","== 25 Years Old wu ommmssissmsesionsessionss","NULL","NULL","NULL","NULL","NULL","NULL","NULL","list(designation = ""Ambassador's"")","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.833333333333333","NULL","NULL","designation","NULL","NULL","designation (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_36",463,2795,1562,2859,1010.7602748071,2837.24246223209
"BALLANTINE <x 25 Vo015 Old civnioisisvirsmisssisuencos","BALLANTINE <x 25 Vo015 Old civnioisisvirsmisssisuencos","BALLANTINE <x 25 Vo015 Old civnioisisvirsmisssisuencos","character(0)","BALLANTINE","<x 25 Vo015 Old civnioisisvirsmisssisuencos","NULL","NULL","NULL","NULL","NULL","NULL","list(producer = ""Ballentine"")","NULL","NULL","US","NULL","NULL","NULL","NULL","NULL","0.9","NULL","NULL","NULL","producer","NULL","NULL","producer (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_1985","UCD_Lehmann_1985","1985","1985_1_37",463,2845.5,1562,2909.5,1011.28359150843,2887.73975067048
