file,ark,rotation,rad,dx,dy,x,y,cx,cy,unrotated,rotated
UCD_Lehmann_2401,d7xk57-009,359.92,6.28178904377799,-5,3,4010,-6006,2005,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-009/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-009/svc:iiif/full/full/359.92/default.jpg
UCD_Lehmann_2400,d7xk57-008,358.65,6.25962336227766,-71,47,4142,-6094,2071,-3047,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-008/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-008/svc:iiif/full/full/358.65/default.jpg
UCD_Lehmann_2407,d7xk57-015,359.72,6.278298385274,-15,10,4030,-6020,2015,-3010,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-015/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-015/svc:iiif/full/full/359.72/default.jpg
UCD_Lehmann_2405,d7xk57-013,359.96,6.28248717547879,-3,2,4006,-6004,2003,-3002,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-013/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-013/svc:iiif/full/full/359.96/default.jpg
UCD_Lehmann_2402,d7xk57-010,358.71,6.26067055982886,-68,45,4136,-6090,2068,-3045,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-010/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-010/svc:iiif/full/full/358.71/default.jpg
UCD_Lehmann_2397,d7xk57-005,359.72,6.278298385274,-15,10,4030,-6020,2015,-3010,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-005/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-005/svc:iiif/full/full/359.72/default.jpg
UCD_Lehmann_2399,d7xk57-007,0.03,0.000523598775598299,-2,2,4004,-6004,2002,-3002,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-007/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-007/svc:iiif/full/full/0.03/default.jpg
UCD_Lehmann_2396,d7xk57-004,359.11,6.26765187683684,-47,31,4094,-6062,2047,-3031,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-004/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-004/svc:iiif/full/full/359.11/default.jpg
UCD_Lehmann_2410,d7xk57-018,358.34,6.25421284159648,-87,57,4174,-6114,2087,-3057,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-018/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-018/svc:iiif/full/full/358.34/default.jpg
UCD_Lehmann_2398,d7xk57-006,358.48,6.25665630254927,-79,52,4158,-6104,2079,-3052,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-006/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-006/svc:iiif/full/full/358.48/default.jpg
UCD_Lehmann_2395,d7xk57-003,359.77,6.2791710499,-13,9,4026,-6018,2013,-3009,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-003/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-003/svc:iiif/full/full/359.77/default.jpg
UCD_Lehmann_2403,d7xk57-011,359.92,6.28178904377799,-5,3,4010,-6006,2005,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-011/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-011/svc:iiif/full/full/359.92/default.jpg
UCD_Lehmann_2404,d7xk57-012,358.59,6.25857616472647,-74,49,4148,-6098,2074,-3049,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-012/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7xk57/media/images/d7xk57-012/svc:iiif/full/full/358.59/default.jpg
UCD_Lehmann_1304,d7g01t-022,359.92,6.28178904377799,-5,3,4010,-6006,2005,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-022/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-022/svc:iiif/full/full/359.92/default.jpg
UCD_Lehmann_1316,d7g01t-034,0.55,0.00959931088596881,-29,20,4058,-6040,2029,-3020,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-034/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-034/svc:iiif/full/full/0.55/default.jpg
UCD_Lehmann_1310,d7g01t-028,359.47,6.27393506214402,-28,19,4056,-6038,2028,-3019,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-028/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-028/svc:iiif/full/full/359.47/default.jpg
UCD_Lehmann_1300,d7g01t-018,359.91,6.28161451085279,-5,4,4010,-6008,2005,-3004,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-018/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-018/svc:iiif/full/full/359.91/default.jpg
UCD_Lehmann_1303,d7g01t-021,0.14,0.00244346095279206,-8,5,4016,-6010,2008,-3005,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-021/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-021/svc:iiif/full/full/0.14/default.jpg
UCD_Lehmann_1298,d7g01t-016,359.95,6.28231264255359,-3,2,4006,-6004,2003,-3002,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-016/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-016/svc:iiif/full/full/359.95/default.jpg
UCD_Lehmann_1289,d7g01t-007,0.33,0.00575958653158129,-18,12,4036,-6024,2018,-3012,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-007/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-007/svc:iiif/full/full/0.33/default.jpg
UCD_Lehmann_1309,d7g01t-027,0.38,0.00663225115757845,-20,14,4040,-6028,2020,-3014,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-027/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-027/svc:iiif/full/full/0.38/default.jpg
UCD_Lehmann_1301,d7g01t-019,359.92,6.28178904377799,-5,3,4010,-6006,2005,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-019/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-019/svc:iiif/full/full/359.92/default.jpg
UCD_Lehmann_1297,d7g01t-015,0.13,0.00226892802759263,-7,5,4014,-6010,2007,-3005,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-015/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-015/svc:iiif/full/full/0.13/default.jpg
UCD_Lehmann_1307,d7g01t-025,0.18,0.00314159265358979,-10,7,4020,-6014,2010,-3007,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-025/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-025/svc:iiif/full/full/0.18/default.jpg
UCD_Lehmann_1311,d7g01t-029,0.19,0.00331612557878923,-10,7,4020,-6014,2010,-3007,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-029/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-029/svc:iiif/full/full/0.19/default.jpg
UCD_Lehmann_1308,d7g01t-026,359.41,6.27288786459282,-31,21,4062,-6042,2031,-3021,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-026/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-026/svc:iiif/full/full/359.41/default.jpg
UCD_Lehmann_1283,d7g01t-001,359.91,6.28161451085279,-5,4,4010,-6008,2005,-3004,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-001/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-001/svc:iiif/full/full/359.91/default.jpg
UCD_Lehmann_1306,d7g01t-024,359.62,6.27655305602201,-20,14,4040,-6028,2020,-3014,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-024/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-024/svc:iiif/full/full/359.62/default.jpg
UCD_Lehmann_1302,d7g01t-020,359.28,6.27061893656523,-38,25,4076,-6050,2038,-3025,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-020/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7g01t/media/images/d7g01t-020/svc:iiif/full/full/359.28/default.jpg
UCD_Lehmann_2021,d7h88j-002,359.79,6.2795201157504,-11,8,4022,-6016,2011,-3008,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7h88j/media/images/d7h88j-002/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7h88j/media/images/d7h88j-002/svc:iiif/full/full/359.79/default.jpg
UCD_Lehmann_2020,d7h88j-001,0.77,0.0134390352403563,-41,27,4082,-6054,2041,-3027,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7h88j/media/images/d7h88j-001/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7h88j/media/images/d7h88j-001/svc:iiif/full/full/0.77/default.jpg
UCD_Lehmann_3723,d70w2t-010,0.32,0.00558505360638185,-17,12,4034,-6024,2017,-3012,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-010/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-010/svc:iiif/full/full/0.32/default.jpg
UCD_Lehmann_3717,d70w2t-004,0.76,0.0132645023151569,-40,27,4080,-6054,2040,-3027,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-004/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-004/svc:iiif/full/full/0.76/default.jpg
UCD_Lehmann_3716,d70w2t-003,0.32,0.00558505360638185,-17,12,4034,-6024,2017,-3012,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-003/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-003/svc:iiif/full/full/0.32/default.jpg
UCD_Lehmann_3719,d70w2t-006,0.48,0.00837758040957278,-26,17,4052,-6034,2026,-3017,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-006/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-006/svc:iiif/full/full/0.48/default.jpg
UCD_Lehmann_3718,d70w2t-005,0.47,0.00820304748437335,-25,17,4050,-6034,2025,-3017,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-005/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-005/svc:iiif/full/full/0.47/default.jpg
UCD_Lehmann_3715,d70w2t-002,0.58,0.0101229096615671,-31,21,4062,-6042,2031,-3021,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-002/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-002/svc:iiif/full/full/0.58/default.jpg
UCD_Lehmann_3725,d70w2t-012,0.55,0.00959931088596881,-29,20,4058,-6040,2029,-3020,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-012/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-012/svc:iiif/full/full/0.55/default.jpg
UCD_Lehmann_3726,d70w2t-013,0.16,0.00279252680319093,-9,6,4018,-6012,2009,-3006,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-013/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-013/svc:iiif/full/full/0.16/default.jpg
UCD_Lehmann_3724,d70w2t-011,0.49,0.00855211333477221,-26,17,4052,-6034,2026,-3017,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-011/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-011/svc:iiif/full/full/0.49/default.jpg
UCD_Lehmann_3727,d70w2t-014,0.4,0.00698131700797732,-21,14,4042,-6028,2021,-3014,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-014/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-014/svc:iiif/full/full/0.4/default.jpg
UCD_Lehmann_3721,d70w2t-008,0.25,0.00436332312998582,-14,9,4028,-6018,2014,-3009,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-008/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-008/svc:iiif/full/full/0.25/default.jpg
UCD_Lehmann_3722,d70w2t-009,0.07,0.00122173047639603,-4,3,4008,-6006,2004,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-009/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-009/svc:iiif/full/full/0.07/default.jpg
UCD_Lehmann_3720,d70w2t-007,0.25,0.00436332312998582,-14,9,4028,-6018,2014,-3009,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-007/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d70w2t/media/images/d70w2t-007/svc:iiif/full/full/0.25/default.jpg
UCD_Lehmann_3479,d7nk5r-020,359.85,6.2805673133016,-8,6,4016,-6012,2008,-3006,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-020/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-020/svc:iiif/full/full/359.85/default.jpg
UCD_Lehmann_3477,d7nk5r-018,359.85,6.2805673133016,-8,6,4016,-6012,2008,-3006,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-018/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-018/svc:iiif/full/full/359.85/default.jpg
UCD_Lehmann_3474,d7nk5r-015,0.05,0.000872664625997165,-3,2,4006,-6004,2003,-3002,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-015/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-015/svc:iiif/full/full/0.05/default.jpg
UCD_Lehmann_3467,d7nk5r-008,359.69,6.2777747864984,-17,11,4034,-6022,2017,-3011,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-008/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-008/svc:iiif/full/full/359.69/default.jpg
UCD_Lehmann_3480,d7nk5r-021,0.01,0.000174532925199433,-1,1,4002,-6002,2001,-3001,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-021/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-021/svc:iiif/full/full/0.01/default.jpg
UCD_Lehmann_3481,d7nk5r-022,359.88,6.28109091207719,-7,5,4014,-6010,2007,-3005,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-022/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-022/svc:iiif/full/full/359.88/default.jpg
UCD_Lehmann_3473,d7nk5r-014,359.93,6.28196357670319,-4,3,4008,-6006,2004,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-014/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-014/svc:iiif/full/full/359.93/default.jpg
UCD_Lehmann_3470,d7nk5r-011,359.93,6.28196357670319,-4,3,4008,-6006,2004,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-011/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-011/svc:iiif/full/full/359.93/default.jpg
UCD_Lehmann_3468,d7nk5r-009,359.92,6.28178904377799,-5,3,4010,-6006,2005,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-009/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-009/svc:iiif/full/full/359.92/default.jpg
UCD_Lehmann_3478,d7nk5r-019,359.93,6.28196357670319,-4,3,4008,-6006,2004,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-019/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-019/svc:iiif/full/full/359.93/default.jpg
UCD_Lehmann_3465,d7nk5r-006,359.89,6.28126544500239,-6,4,4012,-6008,2006,-3004,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-006/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-006/svc:iiif/full/full/359.89/default.jpg
UCD_Lehmann_3475,d7nk5r-016,359.89,6.28126544500239,-6,4,4012,-6008,2006,-3004,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-016/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-016/svc:iiif/full/full/359.89/default.jpg
UCD_Lehmann_3482,d7nk5r-023,0.2,0.00349065850398866,-11,7,4022,-6014,2011,-3007,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-023/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-023/svc:iiif/full/full/0.2/default.jpg
UCD_Lehmann_3461,d7nk5r-002,0.31,0.00541052068118242,-17,11,4034,-6022,2017,-3011,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-002/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-002/svc:iiif/full/full/0.31/default.jpg
UCD_Lehmann_3469,d7nk5r-010,359.76,6.2789965169748,-13,9,4026,-6018,2013,-3009,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-010/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-010/svc:iiif/full/full/359.76/default.jpg
UCD_Lehmann_3476,d7nk5r-017,359.73,6.2784729181992,-15,10,4030,-6020,2015,-3010,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-017/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nk5r/media/images/d7nk5r-017/svc:iiif/full/full/359.73/default.jpg
UCD_Lehmann_1645,d7k885-003,359.66,6.27725118772281,-12,18,6024,-4036,3012,-2018,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7k885/media/images/d7k885-003/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7k885/media/images/d7k885-003/svc:iiif/full/full/359.66/default.jpg
UCD_Lehmann_1656,d7k885-014,359.68,6.2776002535732,-12,17,6024,-4034,3012,-2017,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7k885/media/images/d7k885-014/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7k885/media/images/d7k885-014/svc:iiif/full/full/359.68/default.jpg
